host_id;host_url;host_name;host_since;host_ville;host_pays;host_about;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_total_listings_count
163773055;https://www.airbnb.com/users/show/163773055;Daniel;43092;Ciboure;France;;;;1;0;1;1
95722098;https://www.airbnb.com/users/show/95722098;Pierre;42631;;;;within a few hours;1;0,83;0;2;2
62416928;https://www.airbnb.com/users/show/62416928;Samantha;42439;Bayonne;France;;within a day;1;0,38;0;2;2
188691956;https://www.airbnb.com/users/show/188691956;Romàn;43229;Nouvelle-Aquitaine;France;;;;0,92;0;5;5
189569585;https://www.airbnb.com/users/show/189569585;Magali;43234;;;;within a day;0,5;0,93;0;1;1
189584991;https://www.airbnb.com/users/show/189584991;Marc;43234;Biarritz;France;;;;1;1;1;1
186952375;https://www.airbnb.com/users/show/186952375;Nelly;43219;Ustaritz;France;;within an hour;1;1;0;1;1
24467458;https://www.airbnb.com/users/show/24467458;Céline;41977;Urrugne;France;Petite famille sympa, nous sommes 4 à vous accueillir pour des vacances, au calme, prés des lieux touristiques. Nous pourrons aussi échanger sur les bonnes adresses...;within a few hours;1;0,99;1;1;1
189720800;https://www.airbnb.com/users/show/189720800;Frédérique;43235;Boucau;France;Disponible par mail, SMS ou via la messagerie d'Airbnb;;;0,95;0;2;4
83475094;https://www.airbnb.com/users/show/83475094;Gerard;42564;Fronton;France;;;;;0;2;2
129382310;https://www.airbnb.com/users/show/129382310;Hugo;42863;Biarritz;France;;;;;0;3;3
187052003;https://www.airbnb.com/users/show/187052003;Bruno;43220;Biarritz;France;;;;1;0;1;1
189866161;https://www.airbnb.com/users/show/189866161;Julen;43236;Sare;France;;within a few hours;1;0,77;1;1;1
172331560;https://www.airbnb.com/users/show/172331560;Miren;43139;Biarritz;France;"Bonjour, 
Je suis Miren Larrouture, responsable de la conciergerie OporOna (""belles vacances"" en basque). Basée au Pays Basque, je vous propose des logements qualitatifs en location courte durée. A votre arrivée, un service de conciergerie personnalisé vous sera proposé pour vous faciliter vos vacances et pour vivre une vraie expérience locale (transports, restauration, activités sportives et culturelles, évasion, etc...). 
Léonore ma collègue, mon équipe et moi-même nous ferons un plaisir de vous accueillir et de vous guider dans la découverte du Pays Basque. ";within an hour;1;0,98;1;6;7
189905548;https://www.airbnb.com/users/show/189905548;Muriel;43236;Toulouse;France;"Originaire du Pays Basque,  je vous accueille dans mon havre de paix où l'on se réveille face à l'océan.....
Ongietorri  (Bienvenue)";within a few hours;1;0,87;1;1;1
11440567;https://www.airbnb.com/users/show/11440567;Sylvie;41658;Anglet;France;"Passionnés de déco, de voyages, nous avons entièrement rénové le Duplex avec amour comme si nous devions y habiter nous même. 
Nous vous y accueillerons comme des amis avec plaisir et toute la chaleur du Pays Basque.";;;0,83;0;1;1
76565584;https://www.airbnb.com/users/show/76565584;Fabien;42529;Paris;France;;within a few hours;1;1;0;1;1
175280473;https://www.airbnb.com/users/show/175280473;Philippe Et Joelle;43156;Bayonne;France;;within an hour;1;1;1;2;2
116877593;https://www.airbnb.com/users/show/116877593;Lopepe Joelle;42783;Saint-Jean-Pied-de-Port;France;cet appartement est situé sur la route qui vous mene a la frontiere espagnole.vous avez une riviere derriere l'appartement et un grand jardin de nombreuses ballades a la montagne.vous etes pas loin d'iraty pas loin de la plage.ronceveau sur la route de compostelle.a 5mn de s(-jean-pied-de-port classe dans les plus beau village de france avec ses rues atypiques la citadelle la nouvelle piscine.;within an hour;1;1;0;2;4
170958815;https://www.airbnb.com/users/show/170958815;Jean Pierre;43131;;;;within a few hours;1;0,94;1;1;4
157054995;https://www.airbnb.com/users/show/157054995;Noëlle;43040;Agen;France;;within an hour;1;1;0;1;1
187264322;https://www.airbnb.com/users/show/187264322;Hélène;43221;;;;within a few hours;1;0,78;0;1;1
4250607;https://www.airbnb.com/users/show/4250607;Chiara;41239;Toulouse;France;"Franco italienne, nous partageons notre vie entre Toulouse et Biarritz. Nous sommes tombés amoureux de la région il y a 20 ans.
Venez la découvrir !";within an hour;1;0,87;1;1;1
190322251;https://www.airbnb.com/users/show/190322251;Teresa;43238;;;"Bonjour je suis Telly / Hello I am Telly / Hola soy Telly !
Famille franco-espagnole habitant en Angleterre et aux Etats-Unis, nous sommes amoureux et très attachés à Biarritz et la Côte Basque depuis notre petite enfance, nous y revenons dès que possible pour nous ressourcer...
C'est avec plaisir que nous vous recevrons dans notre logement pour vous faire découvrir cette magnifique région et vous laisser profiter du cadre magnifique du Carlton et de l'océan devant vos yeux...";within an hour;1;0,93;0;2;4
351454042;https://www.airbnb.com/users/show/351454042;Cecile;44005;Ascain;France;;within a few hours;1;0,75;1;3;6
190395294;https://www.airbnb.com/users/show/190395294;Damien;43239;;;;;;;0;1;1
190404170;https://www.airbnb.com/users/show/190404170;Thomas;43239;Biarritz;France;;within a few hours;1;0,76;0;1;1
190421271;https://www.airbnb.com/users/show/190421271;Lise;43239;;;;within an hour;1;0,9;0;1;1
72294944;https://www.airbnb.com/users/show/72294944;Florian;42506;Bayonne;France;;within an hour;1;0,8;0;1;1
88201460;https://www.airbnb.com/users/show/88201460;Dominique;42587;Bordeaux;France;;;;1;0;2;4
190456048;https://www.airbnb.com/users/show/190456048;Michel;43239;;;;within an hour;1;1;0;1;1
19550867;https://www.airbnb.com/users/show/19550867;Sonia;43052;Paris;France;;;;0,8;0;1;2
161128682;https://www.airbnb.com/users/show/161128682;Nicolas Pierre;43072;Bayonne;France;;;;1;0;1;1
190463917;https://www.airbnb.com/users/show/190463917;Nahikari;43239;;;;within an hour;1;0,99;1;1;1
187590608;https://www.airbnb.com/users/show/187590608;Jérôme;43223;Anglet;France;;within a few hours;1;0,96;1;1;1
190542591;https://www.airbnb.com/users/show/190542591;Maite;43240;Saint-Michel;France;;;;1;0;4;4
17142527;https://www.airbnb.com/users/show/17142527;Estelle;43219;Bayonne;France;"Hi, 

I am Estelle, sporty women (rugby and handball) and open minded ! I love travelling around the world: Australia, Sweden, Portugal, UK... 

Well, I love meeting new culture and discover places !

Do not hesitate to chat if you wan to :)
Have an excellent day !";;;0,86;0;1;1
8013076;https://www.airbnb.com/users/show/8013076;Charline & Caroline;43240;Biarritz;France;En l'absence de Charline, sa maman Caroline se fera un plaisir de vous accueillir. ;;;;0;1;1
109028594;https://www.airbnb.com/users/show/109028594;Tiago;42733;Anglet;France;Personne agréable et souriante.;within an hour;1;1;1;1;2
150165378;https://www.airbnb.com/users/show/150165378;Elodie;42989;Sauvagnon;France;;;;;0;1;1
58745688;https://www.airbnb.com/users/show/58745688;Joana;42414;Urrugne;France;;within an hour;1;1;0;2;2
53858802;https://www.airbnb.com/users/show/53858802;Paul;42377;Penmarch;France;Je suis un retraité habitant avec ma femme dans le Finistère Sud.  Je suis de nationalité Britannique ayant habité environ 30 ans en France, je parle couramment l'anglais et le français.;within a day;1;0,77;0;1;1
185457473;https://www.airbnb.com/users/show/185457473;Marina;43211;Saint-Pée-sur-Nivelle;France;;within a few hours;1;1;0;1;2
110918355;https://www.airbnb.com/users/show/110918355;Philippe;42746;Paris;France;;a few days or more;0,33;0,09;0;5;7
68714113;https://www.airbnb.com/users/show/68714113;Caroline;42484;Hossegor;France;;within an hour;1;0,97;0;2;2
28955607;https://www.airbnb.com/users/show/28955607;Elise;42071;Bayonne;France;;;;1;0;1;1
187820784;https://www.airbnb.com/users/show/187820784;Anne;43224;Saint-Jean-de-Luz;France;;within an hour;1;0,99;1;2;2
190790330;https://www.airbnb.com/users/show/190790330;Trinidad;43241;Bidart;France;;;;1;1;1;1
65568102;https://www.airbnb.com/users/show/65568102;Audrey;42463;Saint-Jean-de-Luz;France;C'est avec plaisir que j'accueille les gens à Biarritz. Je partagerai les bons plans avec les voyageurs. J'aime les voyages, partager du temps en famille et entre amis. Et aussi faire du sport, quand il me reste du temps...;;;1;0;2;2
190918473;https://www.airbnb.com/users/show/190918473;Paquita;43242;Biarritz;France;;;;1;0;1;1
190925860;https://www.airbnb.com/users/show/190925860;Celine;43242;Montpellier;France;;within an hour;1;0,8;0;1;3
187835863;https://www.airbnb.com/users/show/187835863;Patricia;43224;Malemort;France;;;;;0;1;1
3812783;https://www.airbnb.com/users/show/3812783;Francoise;41191;Léon;France;;;;;0;1;6
2540330;https://www.airbnb.com/users/show/2540330;Thierry;41064;Arbonne;France;j'aime voyager et trouver de beaux endroits ou surfer. ;within an hour;1;1;0;1;1
187935343;https://www.airbnb.com/users/show/187935343;Severine;43225;Villenave-d'Ornon;France;;within an hour;1;0,75;1;1;1
190967321;https://www.airbnb.com/users/show/190967321;Marianne;43242;Banca;France;;;;1;0;1;2
187978166;https://www.airbnb.com/users/show/187978166;Stéphane;43225;;;"Nous serons très heureux de vous accueillir dans notre maison aménagée avec soin et simplicité, nichée dans ce petit coin de verdure.
Nous adorons y passer du temps au son des oiseaux et aller surfer à pied à la plage sauvage de Pavillon royal.
Venez en profiter !";;;0,5;0;1;1
3899326;https://www.airbnb.com/users/show/3899326;Laurence;41199;Mézos;France;"Habitante actuellement dans les Landes,  je parle anglais et français.  J'ai l'habitude de voyager, et je suis donc enthousiaste à l'idée d'accueillir à mon tour des voyageurs venant d'ailleurs.
J'aime la randonnée, le vélo, la photographie, la gastronomie et l'idée d'aller à la rencontre des autres pour échanger et partager.";;;1;1;1;1
36130029;https://www.airbnb.com/users/show/36130029;Josefine;42173;La Grave;France;"We are a Swedish family w two kids living in the French mountains. My husband is a mountain guide and I work in communications so we can live and travel more or less anywhere with our jobs. We love discovering new places and like sharing our own house with adventurous guests!
";within an hour;1;0,5;0;2;3
188133456;https://www.airbnb.com/users/show/188133456;Chantal;43226;;;;within an hour;1;0,95;1;1;2
92469138;https://www.airbnb.com/users/show/92469138;Lanchi;42611;Hendaye;France;;;;;0;1;1
31157487;https://www.airbnb.com/users/show/31157487;Sebastien;42107;Saint-Jean-de-Luz;France;;within a few hours;1;1;0;1;1
188456806;https://www.airbnb.com/users/show/188456806;Loriane;43228;Biarritz;France;;a few days or more;0;1;0;1;1
27344147;https://www.airbnb.com/users/show/27344147;Emma;42042;Ahetze;France;"Je suis maman d’une fille de 7 ans ! 
Je suis conseillère communication et commerciale pour un site web Guide du pays basque 
Et j’ai plaisir à accueillir du monde à la maison et leur faire découvrir les petites pépites du Pays Basque !";;;;0;1;1
35577838;https://www.airbnb.com/users/show/35577838;Fanny;42166;Anglet;France;;;;;0;1;1
191040087;https://www.airbnb.com/users/show/191040087;Uhaina;43242;Anglet;France;;;;1;0;1;1
75195282;https://www.airbnb.com/users/show/75195282;Xavier;42522;Saint-Pée-sur-Nivelle;France;;within a day;1;0,33;0;1;1
23581187;https://www.airbnb.com/users/show/23581187;Séverine;41953;Anglet;France;;a few days or more;0;0,5;0;1;1
188661600;https://www.airbnb.com/users/show/188661600;Anne Marie;43229;Biarritz;France;;;;1;0;1;1
49288651;https://www.airbnb.com/users/show/49288651;Henri;42325;Ayherre;France;Je suis commercial dans le textile et passionné de moto , sport en général. Educateur en Pelote basque dans le club mythique de l’aviron bayonnais depuis 13 ans et pratiquant chevronné, je peux proposer des initiations à ce sport car dans mon village il y a un fronton et un trinquet comme dans tous villages du pays basque. . ;within an hour;1;0,87;0;1;1
6791892;https://www.airbnb.com/users/show/6791892;Pierre;41432;Biarritz;France;"Hi, I'm Pierre, the owner of a charming fully renovated apartment in the heart of Biarritz, located 5 minutes away from the iconic ""Grande Plage"".";within a day;1;0,89;0;1;1
188689626;https://www.airbnb.com/users/show/188689626;Catherine;43229;;;;within a day;1;0,71;1;1;1
70774709;https://www.airbnb.com/users/show/70774709;Florence;42497;La Turballe;France;;within a few hours;1;0,6;0;2;4
87656180;https://www.airbnb.com/users/show/87656180;Christophe;42585;;;;within an hour;1;0,69;1;2;2
190313125;https://www.airbnb.com/users/show/190313125;Sandrine;43238;;;;;;;0;1;2
188911321;https://www.airbnb.com/users/show/188911321;Anne;43230;Grignols;France;;;;;0;1;1
47039816;https://www.airbnb.com/users/show/47039816;Perrine;42297;Bayonne;France;;within a few hours;1;0,55;0;3;4
44999522;https://www.airbnb.com/users/show/44999522;Clément;42271;;;"J'aime voyager, ralentir et être guidé vers les endroits les plus sympathiques d'un pays, d'une région. Je suis curieux, gourmand, aventurier et accueillant.

C'est pourquoi je suis prêt à tout pour rendre votre séjour dans mon environnement incroyable, en vous proposant un logement cosy, accueillant mais aussi des conseils sur les meilleurs plans à découvrir !";within an hour;1;1;1;4;5
19733278;https://www.airbnb.com/users/show/19733278;Alain;41860;Anglet;France;"Bonjour à vous ! Je m’appelle Alain et j'adore le système AirBnb. Je n’ai qu’une hâte : vous accueillir dans mon logement afin que vous puissiez profiter de vos vacances ! J’adore loger via AirBnb lorsque je me déplace, alors j’ai décidé de sauter le pas et donner l’opportunité à des voyageurs comme vous de profiter de mon logement. Vous vous y sentirez comme chez vous :)
Pour rendre votre séjour encore plus agréable, j’ai confié la gestion de mon bien à une conciergerie Airbnb, qui s’occupe de tout ! C’est avec eux principalement que vous communiquerez, n’hésitez pas à les contacter, ils sont très réactifs !

Hello to you! My name is Alain and I love the AirBnb system. I can't wait to welcome you in my home so you can enjoy your vacation! I love to stay with AirBnb when I travel, so I decided to take the plunge and give travellers like you the opportunity to enjoy my accommodation. You will feel at home here :)
To make your stay even more pleasant, I have entrusted the management of my property to an Airbnb concierge, who takes care of everything! It is mainly with them that you will communicate, do not hesitate to contact them, they are very reactive !";within a day;0,75;0,5;0;1;1
130556843;https://www.airbnb.com/users/show/130556843;Catherine;42871;Biarritz;France;;within a few hours;1;0,96;1;1;1
8853099;https://www.airbnb.com/users/show/8853099;Carole;41532;;;;;;0;0;1;1
191601634;https://www.airbnb.com/users/show/191601634;Chantal;43245;;;;within a day;0,8;0,86;0;1;1
9506735;https://www.airbnb.com/users/show/9506735;Helene;41565;Biarritz;France;"Hi, 
I am Helene, 37, now living in Biarritz  (France) after 9 years in London, working in marketing in a start-up.
Best
";;;;0;1;1
189083541;https://www.airbnb.com/users/show/189083541;Katialine;43231;;;;;;;0;1;1
115531398;https://www.airbnb.com/users/show/115531398;Nathalie;42774;Hendaye;France;Bonjour je m'appelle Nathalie;;;1;0;2;2
16205979;https://www.airbnb.com/users/show/16205979;Jo;41790;Charritte-de-Bas;France;"j'habite entre mer et montagne. je fais un peu de randonnées. j'aime le contact et les relations conviviales. j'ai un mari très bricoleur et il a fait beaucoup de choses dans la maison et dans le gite. nous avons une belle vue sur les Pyrénées. 
nous sommes ravis de recevoir du monde.";;;1;0;1;1
189184503;https://www.airbnb.com/users/show/189184503;Abel;43232;Saint-Jean-de-Luz;France;"Native de Saint Jean de luz, je serais ravie de vous accueillir et de rendre votre séjour le plus agréable possible.
A bientôt,

Abel Mesa. ";within a few hours;1;0,75;0;1;1
63684429;https://www.airbnb.com/users/show/63684429;Marie;42449;Biarritz;France;Bonjour, j utilise rbnb pour visiter des villes européennes! J aime voyager et découvrir de nouveaux lieux ;within a day;0,5;1;0;1;1
189187032;https://www.airbnb.com/users/show/189187032;Martine;43232;Bidart;France;;within an hour;1;1;1;1;1
189189375;https://www.airbnb.com/users/show/189189375;Jérôme;43232;;;;;;0,8;0;1;2
191741851;https://www.airbnb.com/users/show/191741851;Catherine;43246;Suresnes;France;"Montagne, Océan, Grands espaces, Découverte de nouvelles cultures sont mon leitmotiv que j'aime partager avec ma famille et mes amis... et mon appareil photo qui me suit dans nos voyages.
Nous adorons découvrir de nouveaux lieux, de nouveaux intérieurs et nous devenons hôtes également dans notre appartement de Biarritz, pour faire partager notre amour pour le Pays Basque. ";;;1;0;1;1
191664325;https://www.airbnb.com/users/show/191664325;Pierrette;43246;;;;within a few hours;1;0,41;0;1;1
191753017;https://www.airbnb.com/users/show/191753017;Olivier;43246;Guéthary;France;;within an hour;1;0,97;1;1;1
123886705;https://www.airbnb.com/users/show/123886705;Jerome;42827;;;;within an hour;1;0,84;1;2;2
191841196;https://www.airbnb.com/users/show/191841196;Clémentine;43247;Bayonne;France;;;;0,5;0;1;1
195171528;https://www.airbnb.com/users/show/195171528;Lydie;43263;Biarritz;France;;;;;0;1;1
124199591;https://www.airbnb.com/users/show/124199591;Zoë;42829;Bayonne;France;"Partager et découvrir de nouvelles choses est un plaisir pour moi !
Vous accueillir, vous faire découvrir ma région est un projet qui m’enthousiasme !
À bientôt.
Ps : les commentaires au nom de Brigitte concernaient ma maman avec qui je gérais les appartements !";within an hour;1;1;0;2;2
70230537;https://www.airbnb.com/users/show/70230537;Jerome;42493;Macaye;France;;;;0,92;1;2;2
33902462;https://www.airbnb.com/users/show/33902462;Félicie;42145;Domezain-Berraute;France;Agricultrice dans un charmant village, ma famille et moi même aimons recevoir nos invités afin de leur faire partager nos coutumes et savoir faire. ;within a day;0,67;0,62;0;2;5
9958225;https://www.airbnb.com/users/show/9958225;Erwan;41590;Trédrez-Locquémeau;France;.;;;1;0;2;3
4827880;https://www.airbnb.com/users/show/4827880;Mathilde;41298;Anglet;France;"Hi !
Je suis chez de projet et mon conjoint a sa propre entreprise. Nous aimons voyager, les apéritifs entre amis, rire, les piques-niques a la plage le soir, les tapas, la décoration et le bricolage !
Avec nos 2 petites filles nous formons une famille simple et aimant le partage !";;;0,78;0;1;1
192018114;https://www.airbnb.com/users/show/192018114;Fabienne;43248;Saint-André-des-Eaux;France;;within an hour;1;0,87;0;1;1
195146275;https://www.airbnb.com/users/show/195146275;Vivien;43263;Hasparren;France;Je me prénomme Vivien, je suis enseignant et ma femme est architecte. Nous avons deux petites filles et nous vivons au Pays Basque.;within an hour;1;0;0;3;3
158350356;https://www.airbnb.com/users/show/158350356;Julie;43050;;;;within a day;1;0,57;0;2;5
105789363;https://www.airbnb.com/users/show/105789363;Antoine;42705;Bidart;France;Amoureux des voyages et du partage, je vous accueillerai avec le sourire et vous donnerai les bons tuyaux avec grand plaisir pour profiter au mieux de votre séjour. Soyez les bienvenue !;within an hour;1;1;1;3;3
25942046;https://www.airbnb.com/users/show/25942046;Ana;42015;Pamplona;Spain;;;;;0;1;2
15813691;https://www.airbnb.com/users/show/15813691;Didier;41780;;;"vivant maritalement 3 enfants
voyages, loisirs, sport";within an hour;1;1;1;1;1
192328142;https://www.airbnb.com/users/show/192328142;Bernadette;43249;;;;within an hour;1;1;1;1;1
195424129;https://www.airbnb.com/users/show/195424129;Annie;43264;Longages;France;;;;;0;1;1
62772689;https://www.airbnb.com/users/show/62772689;Mickael;42442;Biarritz;France;;;;1;1;1;2
27850244;https://www.airbnb.com/users/show/27850244;Lysiann;42051;Biarritz;France;Famille nombreuse et heureuse de l’être. Comme voyageurs nous aimons être au contact de l’authentique. En tant qu’hôtes, nous accueillons des tribus qui souhaitent découvrir le Pays Basque autrement. ;;;1;0;1;1
192613708;https://www.airbnb.com/users/show/192613708;Maite Et Thierry;43251;Ayherre;France;;;;1;0;1;1
112916637;https://www.airbnb.com/users/show/112916637;Régis;42758;;;;;;1;0;1;1
195438066;https://www.airbnb.com/users/show/195438066;Marie;43264;;;;within a day;1;0,85;1;1;1
56599519;https://www.airbnb.com/users/show/56599519;Naïma;42398;Hendaye;France;;within an hour;1;1;0;2;8
128447366;https://www.airbnb.com/users/show/128447366;Perrine;42856;Hendaye;France;;;;0;0;2;2
192738909;https://www.airbnb.com/users/show/192738909;Jocelyne;43251;Anglet;France;"A Anglet location d'un appartement un couchage, entre le golf et la Thalasso les Terrasses d'Atlanthal, à 200 m de la plage à pied.
Dans une petite résidence avec piscine privée, appartement duplex cuisine séjour ouvert et équipé, terrasse.
A l'étage, une chambre, salle de bain, toilette séparée.
Parking privé.

En hors saison 480e/semaine
En pleine saison 750e/semaine
( pas de location à l'année )";within an hour;1;1;1;1;1
26621430;https://www.airbnb.com/users/show/26621430;Laurent;42028;Toulouse;France;;;;;0;1;1
9379232;https://www.airbnb.com/users/show/9379232;Corine;41559;Ustaritz;France;"Je suis une ancienne hôtelière et j adore recevoir et partager les endroits où je vis  et que j aime  . Je reste assez discrète mais toujours disponible pour organiser le séjours de mes voyageurs  .  Je suis française et je parle  anglais espagnol  . J ai beaucoup voyagé  seule loin   mais avec mon mari nous avons plaisir à traîner en Europe le plus possible  . Lui parle anglais et allemand. Nous sommes passionnés d astronomie( moi )  et de radio astronomie ( lui ) 
Ma devise :  on a la vie que l on a voulu se construire ....";;;0,5;0;1;1
220558863;https://www.airbnb.com/users/show/220558863;Francoise;43387;Le Bouscat;France;;;;;0;1;1
193086932;https://www.airbnb.com/users/show/193086932;Flora;43253;;;;;;0,5;0;1;1
184945495;https://www.airbnb.com/users/show/184945495;Welkeys;43208;Paris;France;"Bienvenue Chez Vous !
 
 Welkeys est une société de gestion d'appartements et maisons dans toute la France. Nous prenons soin des biens pendant l'absence des propriétaires.
 
 Voyage Business ou plaisir, nous ferons notre maximum pour rendre votre séjour mémorable.
 
 Contactez-nous si vous avez des questions :) 
 
 L'équipe Welkeys
 
 *
 *
 
 Welcome Home !
 
 We are Welkeys, a property management service for Airbnb apartments and houses in France. We are managing properties while the owners are away.
 
 Whether you are coming for leisure or business purposes, we will make sure that you will enjoy your stay.
 
 Contact us if you have questions :)
 
 Welkeys Team";within an hour;0,99;0,97;0;344;361
193227231;https://www.airbnb.com/users/show/193227231;Celine;43254;;;;;;1;1;1;1
27648263;https://www.airbnb.com/users/show/27648263;Viviane;42047;Toulon;France;Directrice de production télévisuelle spécialisée en documentaires, magazines et opérations exceptionnelles ainsi que consultante. Je suis passionnée de voyages et de découvertes. J'aime les lieux conviviaux et confortables, les rencontres avec les gens, découvrir leur mode de vie, le théâtre, la musique, le cinéma et l'art sous toute ses formes, je suis curieuse de tout...;;;0,89;0;2;2
45602569;https://www.airbnb.com/users/show/45602569;Âme;42279;Hossegor;France;"Student and artist. 
I love learning from new cultures and discovering beautiful sceneries.";within an hour;1;0,6;0;2;3
129283727;https://www.airbnb.com/users/show/129283727;Annick;42862;;;;a few days or more;0;0,94;0;1;2
78104192;https://www.airbnb.com/users/show/78104192;Christophe;42537;L'Isle-Jourdain;France;;within a few hours;0,67;0,73;1;1;1
46954334;https://www.airbnb.com/users/show/46954334;Maylis;42296;Saint-Pée-sur-Nivelle;France;Passionnés de voyages, de grands espaces et de rencontres, nous sommes 2 voyageurs discrets et souriants ! ;within a day;0,5;0,5;0;1;1
56372588;https://www.airbnb.com/users/show/56372588;Brice;42396;Biarritz;France;;;;0,67;0;1;1
193394511;https://www.airbnb.com/users/show/193394511;Julie;43255;;;;;;;0;1;2
35661929;https://www.airbnb.com/users/show/35661929;Carmen;42167;Egüés;Spain;;within an hour;1;0,8;1;2;4
193484640;https://www.airbnb.com/users/show/193484640;Aita;43255;Hendaye;France;;;;1;0;1;1
142941886;https://www.airbnb.com/users/show/142941886;Julie;42944;Bordeaux;France;;;;0;0;1;2
5549694;https://www.airbnb.com/users/show/5549694;Laure;41353;Bayonne;France;Coach sportif, dynamique, aimant voyager et rencontrer les gens;within an hour;1;1;0;1;1
481303677;https://www.airbnb.com/users/show/481303677;Isabel;44831;;;;;;;0;26;41
193592816;https://www.airbnb.com/users/show/193592816;Russell;43256;;;;;;1;0;1;1
55106300;https://www.airbnb.com/users/show/55106300;Stephanie;42387;Mont-de-Marsan;France;;within a day;1;0,14;0;1;1
103601282;https://www.airbnb.com/users/show/103601282;Hugo;42687;Saint-Jean-de-Luz;France;;within an hour;1;1;1;1;1
195980421;https://www.airbnb.com/users/show/195980421;Joël;43267;Urrugne;France;;within an hour;1;1;0;1;1
172611982;https://www.airbnb.com/users/show/172611982;Alain;43141;Urrugne;France;;within a few hours;1;0,96;1;1;1
26126047;https://www.airbnb.com/users/show/26126047;Gael;42018;Paris;France;J’aime faire découvrir ma région , et voyager à travers le monde ! ;within an hour;1;1;1;1;1
193615378;https://www.airbnb.com/users/show/193615378;Fabienne Et Frédéric;43256;;;;;;0,57;0;1;1
196092528;https://www.airbnb.com/users/show/196092528;Bruno;43268;Urrugne;France;"Bonjour,
Je vous invite à passer quelques jours de vacances au Pays Basque.
Je vis ici avec ma femme et mes 2 enfants.
Je vous propose de découvrir notre logement qui se situe à côté de notre maison.
";;;1;0;1;1
195147127;https://www.airbnb.com/users/show/195147127;Julien;43263;;;;within an hour;1;1;0;1;2
196130851;https://www.airbnb.com/users/show/196130851;Nelly Et Thomas;43268;;;;within an hour;1;0,8;0;1;1
35619712;https://www.airbnb.com/users/show/35619712;Martine;42167;;;;within a few hours;1;0,83;0;1;2
92963929;https://www.airbnb.com/users/show/92963929;Jessica;42614;Saint-Jean-de-Luz;France;"Bonjour,

Je m'appelle Jessica et je suis originaire de Saint Jean de Luz. Je répondrai avec plaisir à toutes vos questions vous dirai comment profiter pleinement de cette région du Pays Basque.

I also Speak English and Spanish, so do not hesitate to write me or call me on Whatsapp  for any question you may have.

You're most welcome.";within an hour;1;0,83;0;1;2
6685573;https://www.airbnb.com/users/show/6685573;Emmanuelle;41426;Biarritz;France;;within a few hours;1;0,42;0;2;2
123062058;https://www.airbnb.com/users/show/123062058;Roland;42822;Hasparren;France;"Gîte en duplex de 73m3 classé 2 étoiles par la préfecture, tout confort,très calme,pas de nuisances, grande terrasse de 40 m2 espace vert attenant de 400 m2, exposition plein sud, 2 chambres avec lits de 140, salle d'eau, independant, parking privatif,domaine de pré de 2 hectares, centre ville a 1500 metres, supermarche Intermarche et Lecler a 500 metres, les sites comme le centre thermal de cambo les bains a 7km, Espelette a 10km, les sites touristiques de bayonne biarritz a 25km, les sites de St Jean de Luz et St jean Pied de Port a 35 km.La frontiere Espagnole a 23 KM,Mon site web est: (Website hidden by Airbnb) 
Grande terrasse,espace vert,parking privé, animal accepte avec accord
paiement possible par cheques vacances";;;1;0;1;1
193654425;https://www.airbnb.com/users/show/193654425;Eric;43256;;;;;;;0;1;1
22997499;https://www.airbnb.com/users/show/22997499;Elisabeth Et Pierre;41938;Bayonne;France;Amoureuse des voyages, avec mon chéri, mes enfants, mes potes, ma famille, avec les uns ou les autres selon le moment... ;within an hour;1;0,93;0;1;1
9102518;https://www.airbnb.com/users/show/9102518;Alexandra;41545;Pantin;France;;within a few hours;1;0,57;0;1;1
196296868;https://www.airbnb.com/users/show/196296868;Joseph;43269;Osserain-Rivareyte;France;;a few days or more;0,33;0,36;0;1;1
196331855;https://www.airbnb.com/users/show/196331855;Bernard;43269;;;;;;;0;1;1
187488789;https://www.airbnb.com/users/show/187488789;Maider;43222;Bidarray;France;;a few days or more;0;0,67;0;1;1
72678767;https://www.airbnb.com/users/show/72678767;Caroline;42508;Hélette;France;;within an hour;1;0,87;0;1;1
125133712;https://www.airbnb.com/users/show/125133712;Sophie;42835;;;;;;1;0;3;3
193825907;https://www.airbnb.com/users/show/193825907;Myriam;43257;;;;;;;0;1;1
133881950;https://www.airbnb.com/users/show/133881950;Michele;42893;Verneuil-sur-Seine;France;"Attachée au village de Guethary où j'ai passé toutes mes vacances depuis mon  enfance,  je  vous propose mon appartement du centre ville.  Idéal pour une famille de 4/5 personnes (si enfants),  je vous propose de garer votre voiture pour profiter à pied de la plage, des promenades et de l'animation estivale  ainsi que du parc avec jeux pour enfants. Commerces de base,  arrêt de bus et gare sont aussi à proximité. Je fais confiance à Bernard, mon co-hôte, pour vous faire  apprécier votre séjour et peut-être devenir à votre tour amoureux de ce village  préservé et réputé de la Côte Basque.
";;;;0;1;1
4948652;https://www.airbnb.com/users/show/4948652;Charlotte;42478;Bidart;France;anciens parisiens basés dans le pays basque, nous aimons la déco, le surf et les bons restaurants !;within a day;1;0;0;1;1
196153312;https://www.airbnb.com/users/show/196153312;Thomas;43268;;;;;;;0;1;3
30761430;https://www.airbnb.com/users/show/30761430;Marie;42101;Anglet;France;;;;0,33;0;1;1
196774717;https://www.airbnb.com/users/show/196774717;Dominique;43271;;;;within an hour;1;1;1;1;1
